5,4074,3077,2397,1960,2279,3316,3361
8,16
16,421,644,580,737,302,1382,609,340,507,193,1678,8
193,302,507,2874,3682,2895,1218,4069,2875,2709,1382,609,599,1555,340,1926,2882,2564,1909,3077,1701,2789,1780,1824,1953,2279,3364,1754,1760,2650,1885,1590,2894,1613,679,1678,1892,2276,4304,2902,1871,580,2188,1107,16,3930,1128,2223,1638,2072,3941,2890,2899
210,1382,253,2170,1218,2177,1044,302,1128,1074,1084,2188,1555,340,1701,507,1638,280,246,3364,1157,287,1613,1606,11051
245,298,246,253,1382,273,891,1044,970,1084,897,1107,280,248,4059,883
246,253,248,1044,245,1084,298,280,302,1382,210,1074,1107,1701,287
248,246,1084,273,1063,507,1074,1555,253,1059,2188,1107,298,245,580,4059,340,2177,1128,813,4105,1701,1638
253,246,302,1382,210,1074,245,1084,248,1059,1063,4162,298,273,1044,897,970,4059,1701,287
273,248,1084,897,1063,1382,1074,507,1044,891,3682,2188,253,1107,970,298,580,245,4059,340,2177,1128,11051,2170,813,1701,1059,1165
280,246,1382,210,1074,1107,245,999
287,1157,1382,210,1074,1555,2188,340,2177,1128,11051,2170,2072,1701,253,580,1218,1739,1044,302,1084,4029,2176,507,1638,1094,246,1613,1678,1606
298,246,1382,248,253,1107,1044,4162,245,897,970,273,302
302,1074,3093,193,3941,507,1120,245,1084,897,1165,951,246,3682,210,421,1638,1555,3953,3959,599,1382,340,1194,16,1218,1200,609,3364,1569,1739,580,1606,253,1059,679,1678,1590,2177,1128,1587,1613,415,2939,11051,1657,737,644,3885,1489,4029,1020,1701,287
340,1735,3941,3304,507,2170,1739,4029,498,421,3953,1613,11051,2072,1197,3959,193,3682,1382,210,3093,1074,2709,1555,3205,2954,609,3364,2276,3077,1200,1909,1780,3156,893,4059,1760,994,2890,599,2188,1107,580,737,1218,302,1489,1638,644,1657,1587,679,1678,1194,16,2057,2983,4330,2922,2564,2279,1569,1190,3930,1606,2176,629,248,2908,2177,3885,1128,2851,3989,1701,813,2939,951,273,1824,3316,415,1590,287,4105,2979,2976,3024,2194,1741
415,421,3953,644,580,340,679,3959,737,302,609,2939,1701
421,507,340,1613,1678,1382,580,737,1218,3885,302,1489,609,1200,3093,4029,1555,3077,3930,16,1638,1569,2954,2279,644,3364,1587,3953,3316,415,1590,3959,679,3941,599,2939,1701
498,499,580
499,340,498,599,580,1382,1678
